Palabra,Conteo
disparidad,1
abismal,1
tecnología,11
descrédito,1
quehacer,3
identidad,6
propia,10
policromo,1
claroscuro,1
pudimos,1
civilidad,2
contemporánea,1
obliga,7
signos,1
ideológicos,1
trayectorias,1
subyace,3
devenga,1
parálisis,2
excesos,3
autoritarios,1
hipotética,1
imposibilidad,1
suponga,1
quieren,3
aniquilarla,1
acción,17
contrarios,1
profunda,2
prevalencia,1
defraudar,1
expectativas,3
extraordinaria,1
sabiduría,2
concibió,1
arreglo,1
balances,1
contrapesos,4
aprendizaje,2
humildad,1
grandeza,3
actuamos,1
serenidad,1
consistencia,4
protagonismo,1
fatuos,1
cortoplacismos,1
empujar,1
reloj,3
patria,14
transformar,3
hacerlo,3
equilibrado,2
ende,1
ético,3
traicionar,1
optó,1
composición,1
fieles,1
orígenes,2
leales,3
ideologías,5
sustento,6
renunciar,3
crítica,6
antagonismo,1
legítimo,1
consustancial,1
transitar,3
riesgo,6
dependerá,2
imaginación,1
amor,2
creo,10
carlos,2
pellicer,1
hagan,1
tarde,2
tristeza,1
tan,12
pocos,4
olvida,1
genio,1
belleza,2
recuerdo,1
comprometa,1
mejores,15
alegría,1
vergüenza,1
culpa,1
difícil,3
buenos,1
héroes,1
mismos,4
fuentes,11
http,18
2002,12
dispuesto,2
artículo,6
69,5
entrega,9
volúmenes,2
detalle,1
remitirse,1
valorar,2
alcanzados,1
compartiré,1
tales,2
citaré,1
algunas,2
llevamos,3
encontramos,4
emprender,2
misión,4
basa,1
doctrinaria,1
articulación,1
constituye,5
brújula,1
guía,3
itinerario,1
terminado,4
fase,1
consolidación,11
aseguramos,1
paz,16
dimos,3
innovar,1
reorganizar,1
cimientos,2
poniendo,2
número,5
darnos,1
satisfechos,2
queda,4
balance,4
positivo,2
detendrá,2
dinamismo,3
edificando,1
constatamos,1
rincón,1
vemos,6
435,2
infraestructura,18
85,1
otorgados,4
financiero,6
fomento,3
cinco,10
650,2
alumnos,1
escolar,7
500,15
profesores,1
recién,2
incorporados,1
300,7
procesados,1
puesta,2
operación,5
unidades,2
clínicas,2
hospitales,5
160,1
kilómetros,1
16,3
15,8
integraron,1
263,1
instituto,9
44,2
61,1
per,1
cápita,1
pasando,3
5,8
700,4
400,6
tamaño,1
pasó,2
décimo,1
noveno,1
balanza,3
séptima,1
aval,3
turbulencias,2
económicas,5
amenazan,1
proteger,7
enfatizamos,1
registramos,1
moderna,1
desterrado,1
fantasma,1
recurrentes,2
permanecido,1
iniciado,1
buenas,1
cambiando,3
raíz,3
marcan,1
después,7
concentración,2
tradicional,1
omnipotencia,1
gozamos,3
discrecionalidad,1
aplicación,3
transitando,1
consolida,3
paternalismo,2
fomentamos,1
activa,1
consentido,1
desviación,1
contraponemos,1
autoridad,10
hermetismo,2
impulsamos,8
intransigencia,3
imposición,2
antepuesto,1
corporativismo,1
organizaciones,14
denominador,1
gobernantes,1
censura,2
intelectual,1
artística,3
laico,1
diverso,2
respeta,4
creencias,1
religiosas,1
signo,5
pasamos,1
asistencialismo,2
incluyente,7
equitativa,5
corresponsable,3
históricas,4
mas,1
cuantificables,1
empiezan,1
configurar,1
rostro,3
inclusión,7
carácter,6
pesar,4
sentimos,1
traicionaríamos,1
sintiéramos,1
complacidos,1
primero,3
metas,2
propusimos,2
cumplido,2
baste,1
citar,1
ejemplo,4
ubicar,1
recibimos,3
cuatro,9
vivía,1
alimentaria,1
careciendo,1
demostrado,6
recurrir,1
cauces,3
aliado,1
interior,1
dicho,2
fortalecido,11
mayorías,4
requerido,1
opositor,1
aceptación,2
palabra,7
dada,1
cara,5
consistentes,1
sostener,1
acuerda,1
privado,6
cobija,1
pactos,2
inconfesables,1
consiente,1
visto,1
anarquía,2
autoritarias,1
comparto,1
sugieren,1
dé,1
lecciones,3
obligado,3
cohesión,1
descansar,1
coacción,1
actuar,13
posturas,1
intransigentes,1
puedan,5
provocar,1
preferimos,1
corregir,3
pagar,1
costo,10
aducir,2
supuesta,1
derive,3
caminamos,1
firmemente,2
senda,2
acotada,1
rinde,3
liderazgo,1
convoca,2
escucha,2
incluye,6
habrían,1
imposibles,1
contribución,4
participado,3
determinante,2
irreversible,1
perfeccionamiento,1
rasgos,1
central,4
valorarla,1
cabalmente,2
preservarla,1
perfeccionarla,2
acabaron,1
gravitaban,1
fundamentalmente,1
órbita,1
escrupulosa,2
otorgan,2
órdenes,15
consideración,2
57,4
65,2
juzgado,1
convenientes,1
elevar,5
proporcionar,1
orientaciones,1
necesarias,3
compartido,2
dice,1
cierre,1
canalizados,1
alcanzaron,2
máximo,2
63,1
tributarios,1
recortes,2
consecuentes,1
alcanza,1
67,2
diciembre,2
obras,4
caminos,2
potable,5
drenaje,1
pavimentos,1
escuelas,6
centros,7
chiapas,1
47,3
guanajuato,2
oaxaca,1
50,1
michoacán,2
breve,4
tramo,1
sucede,1
éste,11
cimentado,1
sólidas,4
responden,2
persiguen,1
bienestar,14
desarrollada,1
normas,7
orientan,1
profesional,7
oportuna,2
armadas,6
recupere,2
velar,1
organismos,4
uso,6
predominante,1
privilegiar,2
inteligencia,3
creó,5
restituir,2
investigar,2
alejándola,1
esquema,6
reactivo,1
operó,1
históricamente,2
conferencias,1
procuradores,2
tribunales,2
construido,6
mecanismo,4
eficaz,18
preparados,1
pilar,4
operar,1
21,5
aseguramiento,1
litros,2
estupefacientes,1
erradicación,3
76,1
dedicadas,1
cultivo,1
droga,2
hubiera,1
significado,2
detenido,2
14,2
delincuentes,1
vinculados,2
incluidos,2
jefes,2
carteles,1
detención,1
23,4
20,9
secuestradores,2
detuvieron,1
94,1
resolvieron,1
133,1
casos,5
secuestro,1
involucraron,1
142,1
secuestradas,1
logrando,2
liberación,1
víctimas,7
cien,1
flagelos,1
deuda,10
pendiente,6
vacilará,1
ganar,3
armonización,2
asumidos,1
sufrieron,2
persecuciones,1
incluso,3
perdieron,1
examen,4
investigaciones,3
desapariciones,2
forzadas,1
confirmación,1
preservación,2
archivos,1
policías,3
existieron,1
acató,1
inmediatamente,1
recomendaciones,3
atenderlas,1
designado,1
auxiliado,1
comité,1
deseamos,2
aclarar,1
584,1
excarcelaron,1
suman,2
537,1
liberados,1
violación,2
condujera,1
parámetros,1
honestidad,3
racionalidad,2
cargo,1
promovió,2
gubernamental,5
ampliaciones,1
último,6
cuarto,7
aprobarla,1
escatimado,2
enfrentarlas,1
neutral,1
políticamente,2
ratifico,4
principios,9
propaganda,1
ajuste,3
cumpliremos,3
pulcritud,1
pudieran,2
implicar,1
algún,1
delito,1
pondrán,1
jueces,2
resueltas,2
garantizará,1
actuación,4
venganzas,1
naturaleza,5
13,1
sancionar,1
10,5
servidores,6
7,2
imponer,4
sanciones,1
siete,4
veces,8
labores,2
significativos,3
tecnologías,5
realizar,6
trámites,3
federales,6
internet,5
eficientamos,1
reducimos,1
canalizado,3
prioridades,6
dichos,1
ahorros,4
equivalen,1
gobernación,1
turismo,6
silencioso,2
activismo,2
premisas,2
reconocida,2
respetada,1
acreditado,1
conferencia,5
celebrada,2
recientemente,1
monterrey,2
emprendido,3
renovado,5
multilateralismo,3
menoscabo,2
ambiciosa,1
integración,6
armonioso,1
trabajado,5
identificar,3
convergencias,2
principalmente,1
apec,2
sudamérica,1
dificultades,3
promovemos,3
defendemos,4
congruencia,2
firmeza,5
intereses,15
integral,10
otorgue,3
migrantes,5
complejidad,4
negociaciones,2
trágicos,1
acontecimientos,4
11,7
promovido,4
matrícula,5
consular,2
identificación,2
oficial,1
próximamente,2
negociación,4
ordenado,2
contigo,7
profundos,2
desigualdades,3
aquejan,1
centralizadas,1
civil,8
partido,12
instrumenta,1
modo,2
imparcial,5
cerrado,1
capítulo,3
clientelares,1
limita,1
causas,7
ampliación,3
conocimientos,2
cuenten,3
nutricionales,2
construyeron,1
educativos,2
beca,2
modelo,4
reciben,4
mejora,2
continua,2
firmamos,4
padres,2
familia,6
intelectuales,1
académicos,1
habré,1
someter,3
cuya,2
rendición,6
alimento,1
alma,1
alfabetizado,1
lectores,2
pusimos,7
ambicioso,1
acercamiento,1
lectura,4
impulsado,5
750,2
bibliotecas,9
aula,5
194,1
103,1
salas,2
factor,2
decisivo,2
provee,1
vacunación,1
registra,1
alguno,1
sarampión,1
incidencia,4
cólera,1
bajos,5
paludismo,1
tétanos,1
desnutrición,1
doloroso,1
aqueja,1
niñas,4
niños,13
problema,14
alcance,6
menores,3
fortificada,2
complementos,1
vitamínicos,1
alcanzó,3
anticipadamente,1
millón,10
600,4
54,2
atiende,5
núcleos,1
urbanos,2
concentra,1
crecientemente,1
fenómeno,3
incorporamos,1
jorge,2
elvira,1
david,1
copca,1
hernández,1
recibirán,2
acceder,1
refuerza,1
dignifica,1
favoreciendo,1
género,4
jefas,1
brindando,1
productivos,5
emprendedoras,2
comiencen,1
desventaja,1
iniciamos,5
arranque,2
parejo,2
brinda,2
prenatal,1
parto,1
duplicó,1
creciendo,1
151,1
330,1
índices,3
mortalidad,2
materna,2
infantil,2
disminuyendo,2
70,2
discapacidad,3
física,3
mental,1
nacidos,1
global,5
pueblos,10
incrementó,3
nutrición,3
324,1
361,1
trece,1
formar,1
fines,2
asignado,1
adquisición,2
línea,2
logro,2
entregamos,2
títulos,1
propiedad,3
ciudad,9
ofrece,3
derechohabientes,1
enfermedades,3
accidentes,3
gastos,2
catastróficos,1
pensiones,3
detener,2
erosión,1
hicieron,2
urgente,3
liberalismo,1
ultranza,1
reconcilia,1
intervención,3
promotora,3
sexenales,1
incertidumbre,2
demostrada,1
pocas,2
economías,3
deterioraba,1
redujo,2
mitad,4
disminuyeron,1
tercera,6
eran,1
sexenio,3
déficit,5
moderado,2
redituado,1
concretos,3
despierta,1
reducido,9
erogaciones,1
servicio,12
similar,3
beneficio,7
pago,1
manifiesta,2
grado,2
agencias,1
calificadoras,1
había,2
altas,1
financiar,2
sana,4
financiera,12
promoverán,1
vuelva,2
motor,7
llegue,2
emprendedores,4
transitado,1
dependencia,1
externa,3
dejar,6
invertido,2
empresarial,1
incrementado,6
pequeñas,6
medianas,5
cadenas,1
consumo,3
quince,1
integralmente,1
planeado,1
mega,1
turísticos,2
intensamente,2
privada,8
436,1
tuvieron,1
ascienden,2
53,1
71,1
registrada,1
216,1
banca,4
llevó,1
promotoras,1
microcrédito,1
otorgaron,1
386,1
microcréditos,2
estatal,6
bosques,3
asciende,4
reintegrar,1
pagos,1
realizan,2
invertirán,2
tratamiento,1
reuso,1
aguas,2
negras,1
ciencia,10
fundamentales,7
unanimidad,2
fiscales,6
científicos,1
tecnológicos,1
sentirse,2
sustentarse,1
voltear,1
campesina,1
cotidiano,1
miles,6
campesinas,3
retribuido,1
agropecuarios,3
radical,3
intermediarios,1
reciban,1
agricultores,2
quedan,1
paga,1
consumidor,1
recibían,1
asegurar,15
insumos,1
agropecuaria,2
dejaremos,1
solos,2
permitiremos,2
desleales,2
competir,2
reglas,6
equitativas,2
terreno,1
agrícola,2
profundamente,1
desigual,1
socios,2
tratado,4
libre,8
utilizando,1
establecidos,1
legislaciones,1
posibles,2
efectos,6
originados,1
instruí,1
agricultura,4
instrumentar,1
blindaje,2
maíz,3
blanco,1
amarillo,1
oleaginosas,1
arroz,2
cebada,1
pecuarios,1
retos,15
informado,2
avanzado,2
sentirnos,1
legítimamente,2
orgullosos,2
corresponsables,1
depositaron,1
establecimos,2
tercio,1
impulsaremos,4
faltan,1
mantendremos,1
fortaleciendo,3
cumpla,3
promoveremos,1
energético,4
despliegue,1
fondo,9
financieramente,1
sano,5
pequeño,1
productor,1
concluiremos,1
modernizar,2
alcanzaremos,2
regulación,2
ágil,2
confiable,1
instaurar,2
carrera,5
frontal,2
indebido,1
afianzaremos,1
asociaciones,1
estratégicas,3
diversificaremos,1
ampliaremos,1
foros,2
multilaterales,1
magnitud,4
confirma,2
campesinos,5
garantizada,1
tierras,3
accedan,1
digna,7
obtengan,1
salto,1
cualitativo,1
cuadro,2
vulnerabilidad,1
afecta,4
consecuencia,6
buscaremos,2
orientar,2
asignar,1
vitalidad,5
renovación,4
innegable,3
opera,2
deficiencias,2
actualizarlo,1
límites,5
dotar,3
graves,6
desequilibrios,3
ocupamos,1
insistimos,1
compleja,1
inmediato,4
olvidar,1
elecciones,6
2003,6
retrase,1
viviendo,1
contingencias,1
inherentes,3
ejercita,1
precedentes,3
enfrenta,1
superan,1
aislada,1
hacerse,2
escenarios,1
afloran,1
inconformidades,1
anteriormente,1
contenidas,1
últimos,13
acentuadas,1
terrorismo,4
volatilidad,1
espera,3
impaciente,1
orden,11
discusiones,3
constructivas,2
lleven,1
conjunción,1
legítimas,5
ideológicas,3
logremos,1
encauzarlas,1
darle,2
naturalidad,2
intensidad,2
confrontación,3
encuentre,1
multiplicarse,1
quiere,7
traduzca,1
enfrentamientos,3
legítimos,1
conflictos,13
restaurar,2
traducirlos,1
eficientes,3
atendamos,1
reclamo,6
enriquecer,1
ejercer,6
autocrítica,1
encontrar,11
consigna,1
verse,1
daremos,1
tendremos,3
manifestación,2
conquistas,2
graduales,1
alcanzan,2
golpe,2
demos,7
podamos,1
dignas,1
componente,1
arraigar,1
expresada,1
expedita,2
supremo,2
restricciones,1
conciliar,6
renovar,2
desencuentros,3
integra,1
cohesiona,1
dip,2
mesa,7
directiva,6
desorden,1
salón,2
instruye,1
retirar,1
objeto,2
respetamos,2
diplomático,1
estimables,1
revolucionario,1
verde,1
ecologista,1
alianza,4
nacionalista,1
lamentando,1
ausencia,2
parlamentario,1
prd,2
aporta,2
pensamiento,1
aunque,4
aplausos,12
características,1
merecen,2
colegas,1
acatado,2
cuanto,1
continuidad,1
consenso,6
recaído,1
persona,2
legitimidad,3
representar,2
existente,1
obligan,2
alocución,1
hubiese,1
deseable,2
actitud,7
proclividades,1
ánimo,10
participan,2
apertura,9
ordinarias,2
cumplimento,1
responsabilidades,5
estremecerse,1
debates,3
disputas,1
aletargarse,1
sucumbe,1
paraliza,1
soporta,1
normativo,1
sólido,3
pertinente,2
previsor,1
afrontar,4
situaciones,4
inéditas,3
proyecta,1
accionar,1
ahí,8
inexperiencias,1
incongruencias,1
sobredimensionamiento,1
percepción,1
destino,6
normalidad,1
reivindicado,1
requerida,1
tensiones,1
expresó,1
momentos,4
crucial,2
constitucionalista,1
salvaguardan,1
afirmaciones,1
vorágine,1
hegemónico,1
pluripartidista,1
abierta,5
acá,1
latitudes,2
éstas,2
guerras,1
civiles,6
fraticidas,1
desmembramientos,1
purgas,1
internas,1
bañan,1
sangre,2
desprestigio,1
naturales,4
importante,7
recambio,1
producen,1
desacuerdos,2
indispensable,9
preservar,10
surgidas,1
devenir,1
plasmadas,1
asumimos,2
prestigiar,1
columna,2
vertebral,2
exhortemos,1
enriquecerla,1
pertinaz,1
objetiva,3
elementos,1
tengamos,1
renovarlo,1
civilizada,3
mira,1
permitamos,1
escape,1
existencia,3
decía,1
maurice,1
duverger,1
regímenes,1
crean,3
sirven,1
únicamente,3
violentos,1
concebidos,1
conclusión,1
permiten,2
adversario,3
argumentos,1
aseguran,2
aspectos,3
comprender,1
existentes,2
combatiente,1
votos,1
frecuentemente,1
coaliciones,1
ajustes,1
recíprocos,1
ambas,4
procederá,1
revisión,4
estipulado,1
numerales,1
quinto,4
serán,2
glosa,5
expresen,1
evidente,4
calificación,1
esparce,1
comentario,1
calle,1
recoge,1
ciudades,3
expresa,6
sonrisa,1
rechazo,1
ironía,1
seguramente,1
valorando,1
habitación,1
sigue,5
significativa,1
considerarán,1
afirmación,1
inter,1
eses,1
estaremos,1
atentos,1
cabal,1
apreciarán,1
expandir,2
oferta,1
turística,1
megaproyectos,1
obvio,1
dificultad,1
debería,2
anclas,1
aprovechando,2
ventajas,3
comparativas,1
ubicación,1
geográfica,1
depender,1
exclusivamente,1
tantas,1
hacen,3
correctiva,1
inversiones,5
rechazado,1
mayoritariamente,2
transferencias,3
suficientes,5
productiva,6
preocupa,5
detrimento,2
competerá,1
sistematizar,1
interpretar,1
sensación,2
volverla,1
adhesión,2
racional,1
lleva,4
específica,1
enmarca,1
incidieron,1
redefinición,1
internacionalizada,1
vecindad,1
pospuesto,1
flexibilización,1
migratoria,2
quede,2
atrapado,1
vindicativa,1
multipolar,1
proponga,1
alternativas,2
incidan,1
sucesos,3
sacudido,1
ratificar,2
regularice,1
apropiadas,1
flujos,1
estadounidense,1
profundizan,1
asimetría,1
proximidad,1
contenidos,2
norte,4
anuncio,1
sugerimos,1
participen,1
problemática,4
ambiental,3
fronterizas,1
relieve,1
observamos,1
indiferencia,1
universales,1
vecinos,1
cumbre,4
johannesburgo,2
prueba,3
asume,6
consecuente,3
acabar,2
irracional,1
acumulación,1
consumismo,1
reconstruye,1
filosófica,1
sustentable,4
comprenda,2
materiales,3
básicas,1
desplegar,1
humanas,1
concordancia,1
creatividad,5
encontrarán,1
devastado,1
trompetas,1
guerra,3
suenan,1
lontananza,1
sacuden,1
convenir,2
enturbian,1
tonos,1
agudos,1
presagio,1
acechanza,1
niego,1
acudo,2
ocasión,3
deber,7
rendir,6
contiene,2
descripción,1
relevantes,2
seguiré,1
propongo,2
emprendamos,1
58,3
contribuido,3
forjar,2
fisonomía,1
permito,1
59,1
bienvenida,1
compartir,5
pasadas,1
decidió,1
condición,6
mayoritaria,2
articular,1
refrendo,1
manifiesto,1
notable,2
transformadores,1
tendencia,2
sostenida,1
régimen,10
lógica,1
autoritario,2
realmente,2
subordinada,1
letra,2
parlamentarias,1
enriquecido,1
presidencia,5
transmite,1
aparentemente,1
meras,1
réplicas,1
sorprende,1
autónomo,1
conduce,1
dispensa,1
privilegios,1
procuración,4
obedecido,1
consignas,1
ministerio,2
fabricado,1
culpables,1
interferido,1
acatadas,1
vigilancia,5
ido,1
unas,1
cuantas,1
batallas,2
triunfo,1
mal,3
abusos,1
tutela,1
atropellos,1
revestidos,1
motivos,2
jurídicos,1
limpias,3
registrado,1
preso,1
monopolio,1
anchas,1
aquellas,3
habían,2
brotan,1
multiplican,1
sabedoras,1
gozarán,1
complejo,1
acostumbrémonos,1
manifiesten,1
juego,4
competitiva,2
teme,1
inmanejables,1
sabido,1
procesar,3
añoran,1
supuestas,1
olvidándose,1
irresponsablemente,1
quiebra,1
intangibles,1
pretensiones,1
centralistas,1
sumado,1
concordia,3
estimadas,2
crecerán,1
recibieron,2
continuaremos,6
transferencia,1
accionaria,1
administraciones,1
portuarias,1
integrales,1
correspondientes,4
preeminencia,1
insana,1
desfigurar,1
armónico,1
esencia,2
radica,2
esas,2
convención,4
lleve,2
atribuciones,3
actualizar,3
institucionalizar,1
celebro,1
demuestran,2
asumir,4
republicanas,1
confiables,2
respetadas,1
apreciadas,1
desempeñan,1
consta,1
lealtad,3
sacrificio,1
siente,1
orgulloso,1
guían,2
comparecieron,1
anticipó,1
archivo,1
relacionados,1
movimientos,1
obligatoria,2
operaciones,1
mares,1
marítimo,1
desastres,1
desempeña,1
sistemas,2
inhiban,1
realizamos,1
3,6
revisiones,1
sancionaron,1
recuperaron,1
confundido,1
tomar,7
mano,4
única,1
equivocarnos,1
pese,1
alto,7
judiciales,1
continúan,1
cumplirá,1
sujetos,3
regule,1
conductas,1
violar,1
ofenden,1
instruyo,1
apegadas,1
realicen,2
finiquitar,1
intercambio,2
pagarés,2
redimensionando,1
finales,3
cercanos,1
invertir,7
nómina,2
enfermeras,1
maestros,5
médicos,1
remuneraciones,1
personales,3
meramente,1
administrativas,3
45,3
permanecerán,1
2004,8
innovación,4
servidor,1
igualdad,8
trayectoria,1
sitio,1
electrónica,1
relacionada,1
factible,1
obtener,2
cerramos,2
enlazamos,1
red,8
apartadas,2
200,5
comunitarios,2
digitales,1
679,1
certificado,1
sumarán,1
850,2
adoptado,2
paradigma,1
contribuciones,1
mirada,1
comisionado,3
diagnóstico,2
concedido,1
extradición,1
sujetas,1
violaciones,1
protocolo,2
estambul,2
tortura,2
aprovecho,1
aprobación,5
prevenir,2
eliminar,2
discriminación,7
garantiza,10
vivir,4
trato,2
dolorosos,1
lamentables,1
1968,1
preciso,8
comprometido,4
memoria,1
verdad,7
vuelvan,1
ocurrir,1
abril,2
ejerció,1
penal,5
presuntos,1
responsables,3
privación,1
ilegal,2
ocurrida,1
resolución,1
dolorosa,1
tragedia,1
asesinadas,1
juárez,6
diseñado,1
prevención,1
reparación,1
daño,3
familiares,2
paralelo,1
optimizar,1
operativo,2
disminuido,4
retrasar,1
jamás,4
inhibirá,1
castigo,2
nombrar,1
coordinar,1
agravian,1
enfrentamos,2
privilegiamos,2
limpiado,1
profesionalizado,1
hacerlos,2
efectivos,1
participa,1
policíacos,1
aporte,1
partiendo,1
considerar,2
conservación,1
concierne,1
municipal,1
aplicado,1
preventiva,2
tijuana,2
mexicali,1
acapulco,2
tlalnepantla,1
seguras,1
persisten,1
asaltos,1
40,1
robo,2
vehículos,1
disminuyó,2
concentre,1
efectivo,2
pgr,2
reestructurada,1
creamos,8
equipo,4
instalaciones,3
modernas,3
agentes,2
investigadores,1
trabajan,1
mística,1
pie,1
minado,1
cárteles,1
capturado,1
vinculadas,1
líderes,2
sicarios,1
distribuidores,1
menudeo,1
promoviendo,4
policiaca,1
compartiendo,1
nacionalismo,1
determina,1
claridad,3
defendiendo,1
pacífica,3
solucionar,1
militado,1
iraq,2
posición,7
apuesta,2
pugnado,1
multilateral,3
revitalizado,1
adoptada,1
seno,2
humanitaria,1
onu,3
estará,2
protegida,1
ataques,1
sancionados,1
crímenes,1
pugnamos,1
participamos,2
megadiversos,1
octubre,2
cabos,1
lazos,1
económicos,7
globalización,2
profundiza,1
demandado,1
exigimos,1
gradual,2
eliminación,1
subsidios,3
próxima,3
reunión,5
ministerial,2
cancún,2
reiteraré,1
favor,9
intercambios,2
justos,1
fijaré,1
enormes,2
agropecuarias,1
mantienen,1
desarrollados,1
asociación,3
migración,2
buscamos,8
asimetrías,1
integrado,2
constante,1
mercancías,2
pueda,1
ir,2
acompañado,1
contaban,1
sabemos,4
envían,1
remesas,1
récord,3
9,2
814,1
26,1
destinatarios,1
envío,1
progresar,2
insistiendo,2
negociar,2
concluir,5
agotan,1
diversificando,1
centroamérica,2
caribe,3
sur,1
europea,2
particular,3
japón,2
suscribiremos,1
mantenido,2
máxima,1
humana,4
honesta,1
fincada,1
alejada,1
populismo,2
compromete,2
medir,1
método,2
verificable,1
evaluaciones,1
inegi,1
cepal,2
coinciden,1
señalar,3
siguen,3
ojos,2
multiplicado,1
incorporado,3
8,2
especie,1
ampliamos,3
urbanas,2
atendemos,1
becados,1
muchachos,1
alentarlos,1
terminar,2
preparatoria,1
actualidad,1
alimentos,1
fortalecemos,1
consecutivo,1
aumentaremos,1
precio,1
liconsa,3
importaciones,1
180,1
comprando,1
compraba,1
hábitat,2
instalado,3
casas,2
barrios,1
madres,1
mamás,1
solteras,1
microrregiones,2
primeras,2
etapas,1
atendido,3
embarazadas,1
superamos,1
diez,3
consensuado,1
685,1
imss,2
issste,2
estructuras,3
aprobada,1
gradualmente,2
dará,3
gozan,1
formal,3
afiliadas,1
vital,1
destinó,1
295,1
429,1
destina,1
incluyendo,1
producto,8
bruto,5
acercándonos,1
recomendado,1
38,1
232,1
820,1
planteles,1
distribuimos,2
174,1
libros,6
texto,4
gratuitos,3
internos,1
815,1
equivalente,2
sexenios,1
previos,1
concluimos,2
informático,1
enciclomedia,3
orientará,1
libro,1
mantenerse,1
950,1
laboran,1
maestras,2
somete,1
directores,1
inspectores,1
básica,6
escasez,2
otorgamos,2
canalizamos,1
inminentes,1
quebrantos,1
conscientes,3
reiteramos,1
crecido,4
creado,3
entran,1
interculturales,1
bilingües,1
celebra,1
inscribir,1
muro,1
honor,2
autónoma,1
constituyen,4
progreso,6
rubro,2
426,1
asignados,2
incrementaron,1
adecuada,1
496,1
invierten,1
tecnológico,1
apenas,2
hábito,1
cubre,1
equipadas,1
computadoras,1
enlazadas,1
cumple,2
difusión,1
arte,6
creadores,1
fortalece,4
motivo,5
orgullo,3
cine,1
proyección,1
películas,1
apoyadas,1
imcine,1
49,1
premios,1
reconocimientos,1
masificación,1
deporte,3
estrecha,1
federaciones,1
deportistas,2
olimpiada,1
participaron,2
rendimiento,1
cosechar,1
triunfos,2
pasados,2
juegos,1
centroamericanos,1
panamericanos,1
competencias,1
sobresaliente,1
procurar,3
impartir,1
adopten,1
apoyamos,3
refugios,1
maltratadas,1
operada,1
mantenemos,2
55,2
supera,2
edad,1
barreras,2
limitan,1
desplazamiento,1
edificios,1
acordaron,1
especificaciones,1
accesibilidad,1
sedesol,1
financiando,1
sufre,1
revertirlo,1
saneamiento,1
350,2
rescate,2
selvas,1
invertía,1
vigor,3
forestal,1
silvícola,1
ayudará,1
frenar,1
tala,1
ecosistemas,1
asegurado,2
metros,1
cúbicos,1
madera,1
rollo,1
camiones,1
cargados,1
2006,9
protegidas,1
constituyan,1
sembramos,1
deforesta,1
regenerado,1
550,2
controlar,1
monetaria,2
prudente,1
adverso,2
34,2
bajas,1
limitación,2
46,1
recaudación,2
porcentuales,1
1980,1
bancario,2
incentivar,1
bancomext,1
banobras,1
dígito,1
contribuye,4
decreto,2
aprueba,1
deducción,1
inmediata,2
impuestos,2
asociados,1
fijos,1
222,1
estima,1
118,1
74,1
cuantiosa,1
sumará,1
680,1
impulsada,1
eléctrica,2
pemex,3
crudo,1
barriles,1
diarios,1
carretera,1
37,1
autopistas,1
cuota,1
incentivando,1
potenciando,1
conformar,1
aeroportuario,1
anillo,1
metropolitano,1
ferrocarril,1
suburbano,1
valle,1
simplificación,1
desregulación,3
rápida,2
instalamos,1
mixta,1
aduanera,1
equipándola,1
punta,1
mensual,1
embargado,1
171,1
337,1
registró,1
captación,2
divisas,1
858,1
canaliza,1
280,2
ayudarlas,1
consolidarse,1
crecer,5
democratizando,2
cajas,1
753,1
microfinancieras,1
724,1
permitieron,1
692,1
168,1
347,1
reestructuramos,1
capitalización,1
ganadera,1
complementan,2
canalizando,1
117,1
largo,10
ajena,1
asistencialistas,1
paternalistas,1
comprometo,1
cabalidad,1
acordados,1
transformen,2
realidades,2
presupuestos,2
ejerzan,2
honradez,2
sostenido,3
prisa,1
reseñados,1
valiosos,2
incompletos,2
jurídicas,2
demandan,4
generalizado,1
plantear,2
permítanme,1
ajeno,1
polémico,1
franqueza,1
realismo,2
escapan,1
sensibilidad,1
experiencia,2
instruido,1
ubicarla,1
mando,1
convertirla,1
eje,1
rector,1
sensible,2
comprometida,5
colaboradores,1
redoblar,2
buen,7
enfrentado,1
explícitamente,1
responde,1
primordial,2
éstos,3
postergadas,1
energética,2
perfeccionando,1
imperfecciones,1
funcionan,1
van,3
contrapelo,1
obligada,1
contradictorias,1
congestionado,1
desconfianza,1
recelo,1
macroeconómica,2
favorable,1
traducido,1
finanzas,4
sacrificando,1
vigorosa,1
novena,2
paradójicamente,1
ofensivos,1
complican,1
salario,4
desaliento,2
imposible,4
allanarse,1
considerarnos,1
existan,2
básicos,5
emigren,1
horizontes,2
cientos,1
vivan,1
ponen,1
gravedad,1
conciencias,1
logramos,4
superarlo,1
dejaríamos,1
incumplido,1
saldar,3
ofrecerles,1
lamentable,2
denuncie,1
local,1
termine,1
consignación,1
sentencia,1
debilidad,2
sanas,2
precarias,1
recaudatoria,2
inequidad,1
impedido,1
convertirlo,1
verdadero,1
promotor,1
revertir,5
poblacional,1
provocando,2
presión,1
medicina,2
especializada,1
medicinas,2
extremadamente,1
difíciles,2
puestas,1
mismas,1
patrones,1
techo,2
exigen,4
alcantarillado,1
electricidad,2
alejadas,1
puentes,2
explotación,2
yacimientos,2
petróleo,1
gas,1
detrás,2
imprescindibles,2
liberen,1
potencial,2
fortalezcan,1
generen,1
estimulen,1
colapsarlas,1
acordar,3
previamente,1
conquistado,2
hacerla,2
consoliden,2
protejan,1
fragilidad,1
legar,1
hijas,1
garantes,2
